state,county,total_county_pop,white_county_pop,black_county_pop,native_county_pop,other_county_pop,hispanic_county_pop,asian_county_pop
north dakota,griggs county,2344,2318,13,9,4,4,2
north dakota,hettinger county,2539,2437,17,52,44,36,11
north dakota,kidder county,2321,2313,0,0,16,113,0
north dakota,lamoure county,4102,4043,1,6,104,25,0
north dakota,logan county,1927,1897,7,7,20,28,6
north dakota,mchenry county,5586,5462,5,40,130,125,13
north dakota,mcintosh county,2780,2685,2,5,136,8,20
north dakota,mckenzie county,7967,6365,18,1404,258,366,50
north dakota,mclean county,9131,8364,3,675,156,168,11
north dakota,mercer county,8369,8044,30,209,126,163,23
north dakota,morton county,27847,26112,179,927,1128,581,65
north dakota,mountrail county,8308,5642,30,2303,618,435,24
north dakota,nelson county,3031,2933,37,43,36,47,0
north dakota,oliver county,1786,1701,3,65,24,46,3
north dakota,pembina county,7058,6773,10,185,168,208,6
north dakota,pierce county,4342,4127,9,176,60,60,0
north dakota,ramsey county,11300,9926,93,929,544,222,80
north dakota,ransom county,5371,5240,28,22,126,81,18
north dakota,renville county,2542,2476,6,16,32,4,28
north dakota,richland county,15945,15160,92,414,350,362,104
north dakota,rolette county,14135,2871,40,10986,450,206,13
north dakota,sargent county,3776,3683,33,29,28,87,17
north dakota,sheridan county,1316,1294,9,3,20,4,0
north dakota,sioux county,4186,588,1,3480,204,131,14
north dakota,slope county,712,704,2,0,12,3,0
north dakota,stark county,26106,24791,294,314,654,932,380
north dakota,steele county,1951,1951,0,0,0,31,0
north dakota,stutsman county,20658,19806,108,239,780,398,115
north dakota,towner county,2273,2145,0,37,176,19,3
north dakota,traill county,7874,7623,58,102,168,232,7
north dakota,walsh county,9941,9564,20,144,289,1111,47
north dakota,ward county,63126,57220,1947,987,4297,2728,809
north dakota,wells county,4195,4127,0,5,126,15,0
north dakota,williams county,26075,23878,302,1118,1181,991,157
ohio,adams county,28102,27453,67,46,1020,240,26
ohio,allen county,102844,86408,12293,263,5885,2718,821
ohio,ashland county,52620,51249,397,36,1278,582,294
ohio,ashtabula county,96721,90681,3301,106,4384,3625,408
ohio,athens county,63714,58479,1455,101,3114,1126,2107
ohio,auglaize county,45266,44371,161,50,957,601,198
ohio,belmont county,69264,65172,2619,56,2263,529,281
ohio,brown county,44142,43036,438,1,1127,322,94
ohio,butler county,355455,309318,27805,475,15049,15699,9926
ohio,carroll county,28244,27646,204,3,642,295,70
ohio,champaign county,39109,37200,798,46,1794,519,168
ohio,clark county,133284,116592,11642,226,7335,4019,1059
ohio,clermont county,196206,188212,2659,335,5722,3244,1964
ohio,clinton county,41235,39203,1024,92,1531,636,132
ohio,columbiana county,105140,100786,2219,124,3156,1482,375
ohio,coshocton county,36455,35425,391,59,947,313,98
ohio,crawford county,42469,41396,334,6,1208,567,125
ohio,cuyahoga county,1202995,769600,370769,2103,51129,64518,34182
ohio,darke county,51832,50794,332,84,1116,705,63
ohio,defiance county,35202,33856,642,121,914,3593,118
ohio,delaware county,177695,159076,6513,186,6256,4126,8640
ohio,erie county,73587,64487,6159,159,4516,2829,498
ohio,fairfield county,145249,130917,8867,224,6348,2818,1992
ohio,fayette county,28344,26968,539,15,1251,531,172
ohio,franklin county,1138435,794955,251613,1544,78841,59157,49554
ohio,fulton county,39099,38270,206,37,877,3442,140
ohio,gallia county,30432,28902,816,32,1024,331,161
ohio,geauga county,92682,89984,1067,11,2042,1137,599
ohio,greene county,159330,138327,11913,170,8082,3983,4831
ohio,guernsey county,39422,37884,762,33,1213,372,123
ohio,hamilton county,781303,538689,205189,1238,36204,21969,17326
ohio,hancock county,71685,68062,1051,82,2256,3605,1346
ohio,hardin county,31376,30420,274,82,719,450,238
ohio,harrison county,15591,14968,324,41,485,107,12
ohio,henry county,26120,25566,89,17,616,1954,135
ohio,highland county,42927,41492,515,31,1484,339,147
ohio,hocking county,28882,28186,214,8,761,229,89
ohio,holmes county,42792,42313,208,21,361,384,63
ohio,huron county,55708,53898,550,69,1994,3478,165
ohio,jackson county,32651,31719,228,32,1237,301,40
ohio,jefferson county,67668,62176,3745,69,2827,842,231
ohio,knox county,60246,58439,522,49,1687,817,378
ohio,lake county,221098,206752,8166,230,5910,8504,2862
ohio,lawrence county,61601,58993,1181,105,2346,499,98
ohio,licking county,165294,154348,5530,204,7218,2617,1582
ohio,logan county,44973,42946,723,171,1750,591,251
ohio,lorain county,275828,241118,23893,425,14584,26637,3037
ohio,lucas county,410038,308206,81211,1034,24326,28129,7162
ohio,madison county,42657,38797,2611,148,1455,669,363
ohio,mahoning county,223948,181869,35408,312,8653,11861,1927
ohio,marion county,64637,59105,3754,112,2582,1534,367
ohio,medina county,171025,164390,2278,290,4045,3066,1896
ohio,meigs county,23448,22873,248,44,472,116,44
ohio,mercer county,40123,39287,182,26,570,666,322
ohio,miami county,101671,96214,2234,162,3405,1474,1330
ohio,monroe county,14504,14251,62,32,318,86,0
ohio,montgomery county,521703,386114,110099,934,27185,13098,10510
ohio,morgan county,14871,13884,508,33,741,106,65
ohio,morrow county,34545,33758,153,18,1144,446,44
ohio,muskingum county,85204,79185,2759,91,5716,743,248
ohio,noble county,14410,13314,898,18,360,151,0
ohio,ottawa county,39399,38347,332,37,992,1905,171
ohio,paulding county,18440,17920,112,47,376,853,145
ohio,perry county,35763,35028,137,69,920,237,69
ohio,pickaway county,55595,52575,1790,80,1833,684,228
ohio,pike county,28275,27318,233,68,1042,229,135
ohio,portage county,159158,146586,6373,191,6220,2395,2845
ohio,preble county,41606,40617,237,100,814,281,245
ohio,putnam county,32306,31905,97,8,516,1950,38
ohio,richland county,120876,106097,10360,95,6964,1937,795
ohio,ross county,76716,69765,4135,37,4639,836,415
ohio,sandusky county,54902,51811,1768,86,2083,5596,189
ohio,scioto county,77596,73568,2172,302,2524,924,278
ohio,seneca county,53501,50951,1315,109,1670,2599,286
ohio,shelby county,48449,46043,1147,130,1588,716,335
ohio,stark county,368494,327840,26357,461,21701,6596,2811
ohio,summit county,531878,427551,76701,871,27094,9586,12778
ohio,trumbull county,204468,182337,17000,276,7596,3128,1008
ohio,tuscarawas county,90624,88382,925,275,1467,1992,308
ohio,union county,52348,48630,1114,142,1944,742,1452
ohio,van wert county,27848,27144,283,53,553,764,87
ohio,vinton county,13307,12943,33,8,642,12,2
ohio,warren county,212397,191958,7418,215,6349,5226,9388
ohio,washington county,60910,58736,661,68,1924,563,467
ohio,wayne county,113076,108519,1850,166,2967,1902,1000
ohio,williams county,36026,35024,393,94,598,1467,210
ohio,wood county,121799,114444,3091,150,3787,6340,2152
ohio,wyandot county,21980,21545,69,0,186,555,268
oklahoma,adair county,21093,9398,72,8420,6104,1287,144
oklahoma,alfalfa county,5435,4515,131,92,1390,268,2
oklahoma,atoka county,13495,10099,558,1629,2272,463,70
oklahoma,beaver county,4388,4182,55,23,231,1193,8
oklahoma,beckham county,19957,17739,762,309,2138,2984,78
oklahoma,blaine county,8961,7408,613,486,848,871,26
oklahoma,bryan county,41290,31824,824,5517,5780,2305,215
oklahoma,caddo county,26358,17340,814,6464,3232,3193,99
oklahoma,canadian county,113665,96539,2875,4971,10858,9167,3778
oklahoma,carter county,45366,34657,3254,3922,5994,2922,536
oklahoma,cherokee county,44764,23753,529,14246,11729,3096,358
oklahoma,choctaw county,14667,9523,1583,1725,3540,508,66
oklahoma,cimarron county,1898,1823,12,18,78,492,6
oklahoma,cleveland county,244944,197045,11415,10561,30444,19990,10626
oklahoma,coal county,5684,4205,21,593,1710,193,10
oklahoma,comanche county,110482,72959,20541,5968,15652,15165,3125
oklahoma,cotton county,5753,4790,115,504,614,404,37
oklahoma,craig county,14368,9627,473,2486,3362,424,101
oklahoma,creek county,68136,54859,1668,6266,9918,2471,377
oklahoma,custer county,24108,20371,836,619,3708,4398,428
oklahoma,delaware county,40073,27040,131,8705,7348,1342,523
oklahoma,dewey county,4547,4085,3,116,654,270,16
oklahoma,ellis county,3825,3653,8,27,236,288,19
oklahoma,garfield county,55404,48347,1902,1125,4435,6259,1801
oklahoma,garvin county,25517,21304,674,1747,3452,1904,66
oklahoma,grady county,50508,43963,975,2565,5506,2653,201
oklahoma,grant county,4347,4089,32,24,384,176,10
oklahoma,greer county,5503,4713,457,198,264,641,3
oklahoma,harmon county,2127,1780,184,33,172,756,44
oklahoma,harper county,3034,2944,2,1,164,713,5
oklahoma,haskell county,12373,9309,95,1870,2104,466,47
oklahoma,hughes county,13245,9080,763,2372,2042,595,9
oklahoma,jackson county,20515,16979,1879,221,2023,5760,417
oklahoma,jefferson county,5803,5064,39,444,486,574,7
oklahoma,johnston county,10573,7811,165,695,3652,470,76
oklahoma,kay county,42626,35026,851,3497,5904,3155,299
oklahoma,kingfisher county,13054,11974,64,596,826,2148,7
oklahoma,kiowa county,8454,7136,384,535,768,925,15
oklahoma,latimer county,10587,7453,96,1538,2878,334,61
oklahoma,le flore county,46666,36342,1185,4740,8314,3382,237
oklahoma,lincoln county,33418,28811,579,2409,3145,948,36
oklahoma,logan county,41339,34145,4000,1457,3019,2361,221
oklahoma,love county,8300,7093,193,616,696,1274,50
oklahoma,mcclain county,33234,28752,321,1894,3750,2626,377
oklahoma,mccurtain county,31474,21412,2782,4973,4576,1690,18
oklahoma,mcintosh county,19868,14017,706,2978,4184,466,75
oklahoma,major county,6993,6610,32,227,248,646,0
oklahoma,marshall county,13539,10873,234,850,3164,2425,0
oklahoma,mayes county,39850,27193,178,3723,17103,1234,201
oklahoma,murray county,12925,10201,223,1019,2848,731,55
oklahoma,muskogee county,66625,40641,7711,10390,14750,3894,482
oklahoma,noble county,11161,9511,188,915,1056,337,19
oklahoma,nowata county,10273,7129,180,2037,1656,282,99
oklahoma,okfuskee county,11818,7640,950,1866,2658,442,33
oklahoma,oklahoma county,626194,434225,109805,19562,76266,116951,24283
oklahoma,okmulgee county,38211,25300,3299,4777,9386,1395,135
oklahoma,osage county,46451,30893,5383,6747,6590,1486,131
oklahoma,ottawa county,30502,21362,253,4771,7244,1584,478
oklahoma,pawnee county,16155,13000,171,1674,2452,411,84
oklahoma,payne county,75421,61654,2718,3318,9306,3302,3044
oklahoma,pittsburg county,43272,32069,1535,4138,10558,1948,248
oklahoma,pontotoc county,36194,25820,869,2715,13148,1679,216
oklahoma,pottawatomie county,67467,52198,1892,8605,8647,3233,436
oklahoma,pushmataha county,10980,8298,124,1447,2090,335,66
oklahoma,roger mills county,3523,3209,4,45,518,220,6
oklahoma,rogers county,84913,64717,877,10819,15304,3531,769
oklahoma,seminole county,24409,16879,1270,4486,3359,1051,81
oklahoma,sequoyah county,40212,27023,791,5872,12534,1508,256
oklahoma,stephens county,41930,36660,1020,2675,2631,2970,237
oklahoma,texas county,11926,10529,375,44,1042,9569,435
oklahoma,tillman county,5939,4906,588,131,550,1872,39
oklahoma,tulsa county,545694,397073,62031,27990,84583,70434,15993
oklahoma,wagoner county,70902,54500,2531,6332,13112,3865,972
oklahoma,washington county,48780,38521,1318,4870,6473,2784,817
oklahoma,washita county,10588,9844,94,158,952,1034,15
oklahoma,woods county,8469,7566,322,133,750,489,27
oklahoma,woodward county,18393,16949,225,382,1644,2304,15
oregon,baker county,15462,14780,37,242,544,587,131
oregon,benton county,80246,71149,834,401,4772,5788,5428
oregon,clackamas county,353763,322205,3029,1835,21797,30934,15694
oregon,clatsop county,34290,32267,255,117,2378,2946,462
oregon,columbia county,47155,44287,100,754,2756,2170,628
oregon,coos county,59092,54022,315,1774,4140,3586,826
oregon,crook county,19285,18522,83,264,680,1513,76
oregon,curry county,20996,19631,2,442,1619,1345,100
oregon,deschutes county,150724,143653,597,906,6915,12417,2082
oregon,douglas county,101832,95471,331,1464,6891,5324,1086
oregon,gilliam county,1782,1752,11,19,0,144,0
oregon,grant county,7087,6782,26,43,436,238,18
oregon,harney county,6932,6396,45,272,226,321,85
oregon,hood river county,15774,14734,63,109,984,6846,376
oregon,jackson county,182977,171054,1291,1200,13477,23606,2622
oregon,jefferson county,17580,13297,142,3465,789,4250,266
oregon,josephine county,77472,73113,259,1229,4375,5549,628
oregon,klamath county,58590,52869,563,2037,4607,7395,766
oregon,lake county,7269,6778,11,115,577,585,71
oregon,lane county,326885,297202,3108,3273,27309,27879,9404
oregon,lincoln county,42330,38535,146,1230,3370,3808,665
oregon,linn county,108680,102446,506,2046,4499,9590,1413
oregon,malheur county,20770,19216,305,133,1285,9970,457
oregon,marion county,240244,215738,2932,2389,20581,80204,8020
oregon,morrow county,7495,7043,34,91,548,3722,53
oregon,multnomah county,673906,542530,40623,4929,57984,83465,55998
oregon,polk county,66828,61135,387,775,5248,9636,1907
oregon,sherman county,1693,1567,6,34,170,97,1
oregon,tillamook county,22891,21710,75,212,1245,2443,252
oregon,umatilla county,57587,52304,488,1362,5479,19058,657
oregon,union county,24648,23187,148,173,1319,1088,476
oregon,wallowa county,6721,6472,31,33,298,172,29
oregon,wasco county,21317,19424,110,996,700,4070,437
oregon,washington county,459801,376160,9425,2406,40674,87650,51100
oregon,wheeler county,1309,1258,0,8,80,48,3
oregon,yamhill county,85201,78908,987,921,5484,15285,1611
pennsylvania,adams county,95132,91541,1426,144,2588,6434,710
pennsylvania,allegheny county,1207828,982970,157826,1404,53066,21344,38077
pennsylvania,armstrong county,67916,66626,657,21,956,427,130
pennsylvania,beaver county,167874,153254,10069,49,6917,2250,952
pennsylvania,bedford county,48835,47991,304,80,680,497,120
pennsylvania,berks county,340309,311334,16853,322,11500,72707,5585
pennsylvania,blair county,125358,120714,2025,59,3175,1350,970
pennsylvania,bradford county,61673,60235,318,58,1317,837,395
pennsylvania,bucks county,597352,538121,22525,656,19108,28853,25915
pennsylvania,butler county,182802,176636,2097,157,3629,2232,2035
pennsylvania,cambria county,138717,131087,4784,126,3860,2118,749
pennsylvania,cameron county,4909,4820,29,13,74,30,10
pennsylvania,carbon county,62452,60410,751,111,1619,2422,320
pennsylvania,centre county,152090,136021,5028,305,4234,4150,8531
pennsylvania,chester county,471880,411451,29832,260,16882,34542,21573
pennsylvania,clarion county,39165,38082,433,51,693,272,221
pennsylvania,clearfield county,79305,76284,1775,84,1424,2167,436
pennsylvania,clinton county,39112,37822,556,24,994,499,205
pennsylvania,columbia county,65512,62935,1240,78,934,1577,787
pennsylvania,crawford county,86835,83701,1498,46,2468,966,345
pennsylvania,cumberland county,232025,211391,7708,210,10043,7395,7527
pennsylvania,dauphin county,249266,186144,46527,328,13678,20680,9183
pennsylvania,delaware county,542502,391269,112338,552,20119,18273,27903
pennsylvania,elk county,31373,30877,179,67,225,211,118
pennsylvania,erie county,269946,240599,18981,612,11591,10186,3838
pennsylvania,fayette county,134117,125293,5317,117,5889,1259,405
pennsylvania,forest county,7215,5278,1733,44,222,434,49
pennsylvania,franklin county,144415,135596,5315,373,3384,7102,1385
pennsylvania,fulton county,14599,14252,188,36,198,148,24
pennsylvania,greene county,37675,35084,1971,106,857,496,76
pennsylvania,huntingdon county,45160,42006,2411,19,991,790,214
pennsylvania,indiana county,87185,82985,2138,160,1699,1116,1037
pennsylvania,jefferson county,44615,43838,198,88,751,320,101
pennsylvania,juniata county,24101,23636,208,10,285,692,101
pennsylvania,lackawanna county,202002,189540,5530,299,4608,12021,4171
pennsylvania,lancaster county,477855,442011,17695,572,13639,48984,10535
pennsylvania,lawrence county,88853,83218,3614,60,3064,1006,310
pennsylvania,lebanon county,121074,115439,2234,143,3544,14110,1430
pennsylvania,lehigh county,282553,246423,17674,356,13741,71984,10850
pennsylvania,luzerne county,294763,277197,10271,399,7000,25629,3307
pennsylvania,lycoming county,114779,106510,5384,143,3826,1897,711
pennsylvania,mckean county,42195,40438,994,104,894,829,212
pennsylvania,mercer county,114371,104925,6589,80,3672,1368,827
pennsylvania,mifflin county,46121,45129,329,23,854,584,213
pennsylvania,monroe county,144932,116388,21282,578,6132,23410,3428
pennsylvania,montgomery county,772782,630622,70019,522,32023,36590,54745
pennsylvania,montour county,18083,17205,290,4,194,392,487
pennsylvania,northampton county,265443,238006,13506,337,10535,33782,8042
pennsylvania,northumberland county,91689,88245,2174,169,1538,2605,296
pennsylvania,perry county,45097,44034,280,47,1135,691,160
pennsylvania,philadelphia county,1345345,560007,646030,3085,62021,201575,102792
pennsylvania,pike county,51415,46729,2963,58,2062,5468,569
pennsylvania,potter county,17260,16929,81,22,320,191,55
pennsylvania,schuylkill county,142453,136203,3775,84,3043,4693,859
pennsylvania,snyder county,39136,38164,333,25,634,786,274
pennsylvania,somerset county,76067,73270,1860,93,1225,944,222
pennsylvania,sullivan county,6322,6009,161,20,119,78,69
pennsylvania,susquehanna county,42037,41310,233,104,573,671,100
pennsylvania,tioga county,41832,40791,245,68,1012,526,221
pennsylvania,union county,42475,38081,3013,119,1351,2480,551
pennsylvania,venango county,53723,52211,434,27,1654,542,215
pennsylvania,warren county,40864,40111,234,77,547,354,167
pennsylvania,washington county,205413,193785,6348,58,7071,2744,1590
pennsylvania,wayne county,49975,47510,1691,79,841,1992,268
pennsylvania,westmoreland county,358970,342520,8328,356,8922,3617,3198
pennsylvania,wyoming county,27753,27096,181,10,648,476,135
pennsylvania,york county,411285,374100,21913,308,17500,26767,5981
rhode island,bristol county,48257,46232,297,0,1932,1081,745
rhode island,kent county,159079,149709,2160,145,6040,6174,3881
rhode island,newport county,78788,71817,2650,159,5232,3984,1381
rhode island,providence county,504136,406952,48100,2465,37526,125144,24480
rhode island,washington county,123160,116212,1859,1051,3238,3449,2374
south carolina,abbeville county,24961,17307,7233,40,760,139,1
south carolina,aiken county,154568,109857,40229,369,5468,8423,1308
south carolina,allendale county,9758,2337,7412,3,12,269,0
south carolina,anderson county,183686,148171,30794,387,5833,6077,1342
south carolina,bamberg county,15459,5571,9759,0,120,190,60
south carolina,barnwell county,21798,11493,9920,121,212,489,158
south carolina,beaufort county,148748,112253,31238,407,5662,19705,1974
south carolina,berkeley county,177447,120911,46160,915,9493,11388,4608
south carolina,calhoun county,14549,7999,6344,15,370,482,6
south carolina,charleston county,346634,229724,105077,508,12924,19040,4764
south carolina,cherokee county,53539,40940,11113,135,2122,2168,258
south carolina,chester county,32171,19309,12143,210,867,537,71
south carolina,chesterfield county,44585,28497,15197,236,1160,1748,64
south carolina,clarendon county,33471,16110,16931,46,677,968,38
south carolina,colleton county,37133,21471,14685,284,620,1114,378
south carolina,darlington county,66932,37736,27647,161,2087,1229,335
south carolina,dillon county,30733,14798,14470,692,1313,796,98
south carolina,dorchester county,136085,93151,35738,787,7959,6687,2397
south carolina,edgefield county,25110,14952,9738,35,602,1463,84
south carolina,fairfield county,22957,8842,13481,0,1106,425,56
south carolina,florence county,134862,73903,57070,278,4084,3196,1542
south carolina,georgetown county,58530,37775,19977,103,804,1859,256
south carolina,greenville county,427520,325632,84126,895,13458,39567,9896
south carolina,greenwood county,65778,42410,21305,16,2784,3930,636
south carolina,hampton county,19891,8534,11085,27,312,779,89
south carolina,horry county,265890,218365,38320,930,9058,17390,3445
south carolina,jasper county,22308,10271,11637,0,468,3734,156
south carolina,kershaw county,59843,43107,15426,111,1820,2499,280
south carolina,lancaster county,75720,55682,18418,320,1360,3795,567
south carolina,laurens county,63577,45526,16824,59,1984,2813,176
south carolina,lee county,18337,6165,11805,25,627,371,19
south carolina,lexington county,254846,206189,38516,709,10490,15417,4017
south carolina,mccormick county,9897,4843,4923,6,230,106,10
south carolina,marion county,31557,12820,18049,155,681,854,189
south carolina,marlboro county,27446,11297,14362,1250,845,848,103
south carolina,newberry county,34851,22698,11391,37,1002,2742,224
south carolina,oconee county,71172,63878,5586,121,2289,3484,438
south carolina,orangeburg county,89435,30696,56508,558,1312,1827,916
south carolina,pickens county,115654,103710,7763,431,3115,3923,2105
south carolina,richland county,374295,175637,179336,620,16285,19412,10350
south carolina,saluda county,17051,11621,5220,11,398,2922,0
south carolina,spartanburg county,271056,200493,58768,485,9591,17672,6326
south carolina,sumter county,103968,50350,49903,251,4240,3814,1339
south carolina,union county,28020,18634,8721,46,1119,309,49
south carolina,williamsburg county,32836,10532,21980,5,508,724,65
south carolina,york county,224150,169622,43663,1356,11379,11135,3637
south dakota,aurora county,2581,2494,12,47,36,148,10
south dakota,beadle county,16344,14804,112,221,392,1578,1011
south dakota,bennett county,3309,945,36,1817,1022,131,0
south dakota,bon homme county,6744,6215,44,359,178,288,37
south dakota,brookings county,31912,29835,414,252,916,735,948
south dakota,brown county,36792,34081,492,1280,661,736,604
south dakota,brule county,5204,4591,0,462,302,107,0
south dakota,buffalo county,1989,343,11,1521,150,24,39
south dakota,butte county,9912,9440,6,92,728,347,10
south dakota,campbell county,1439,1348,0,69,20,1,12
south dakota,charles mix county,9002,5863,2,2882,459,207,17
south dakota,clark county,3550,3425,31,29,53,81,30
south dakota,clay county,13629,12470,202,444,532,339,247
south dakota,codington county,27113,25908,46,691,613,485,143
south dakota,corson county,4083,1260,11,2764,76,39,10
south dakota,custer county,8133,7650,16,346,196,225,23
south dakota,davison county,19330,18302,109,645,502,400,23
south dakota,day county,5603,4931,0,581,150,61,16
south dakota,deuel county,4228,4171,36,1,40,112,0
south dakota,dewey county,5353,1190,20,4047,192,157,0
south dakota,douglas county,2965,2850,0,98,32,25,1
south dakota,edmunds county,4025,3951,2,51,0,11,21
south dakota,fall river county,6767,5996,71,414,514,190,29
south dakota,faulk county,2279,2261,0,16,0,92,2
south dakota,grant county,7095,6926,23,112,54,186,7
south dakota,gregory county,4185,3762,0,331,166,50,9
south dakota,haakon county,2080,1934,4,97,90,12,0
south dakota,hamlin county,5774,5685,10,21,104,175,6
south dakota,hand county,3321,3298,0,7,22,23,5
south dakota,hanson county,3356,3157,103,59,38,36,18
south dakota,harding county,1257,1201,8,21,32,6,11
south dakota,hughes county,16953,14453,133,1511,1409,426,128
south dakota,hutchinson county,7089,6915,15,114,86,132,2
south dakota,hyde county,1434,1256,0,114,110,26,9
south dakota,jackson county,3132,1541,5,1438,264,48,16
south dakota,jerauld county,1991,1953,0,33,10,60,0
south dakota,jones county,801,770,10,19,0,4,2
south dakota,kingsbury county,5036,4919,22,4,82,105,38
south dakota,lake county,11591,11185,54,20,462,240,100
south dakota,lawrence county,23737,22437,60,778,539,741,179
south dakota,lincoln county,47567,45597,474,151,1502,759,585
south dakota,lyman county,3814,2214,0,1460,240,17,20
south dakota,mccook county,5474,5386,21,46,42,141,0
south dakota,mcpherson county,2349,2200,2,136,8,52,7
south dakota,marshall county,4338,3913,2,320,198,330,4
south dakota,meade county,25126,23171,371,526,1556,982,259
south dakota,mellette county,2008,834,0,1129,90,76,0
south dakota,miner county,2290,2213,11,3,126,50,0
south dakota,minnehaha county,168076,149692,7275,4493,6753,7938,3182
south dakota,moody county,6279,5146,47,756,510,166,75
south dakota,pennington county,99846,84545,1254,8122,9537,4728,1134
south dakota,perkins county,2981,2896,2,59,48,43,0
south dakota,potter county,2299,2194,0,64,54,13,14
south dakota,roberts county,10110,6137,33,3553,752,193,11
south dakota,sanborn county,2308,2294,0,6,10,33,3
south dakota,shannon county,13857,593,18,13136,216,148,2
south dakota,spink county,6438,6314,0,99,50,114,0
south dakota,stanley county,2928,2610,0,256,124,56,0
south dakota,sully county,1422,1403,0,4,30,39,0
south dakota,todd county,9536,973,34,7471,1983,323,59
south dakota,tripp county,5510,4571,4,673,494,39,15
south dakota,turner county,8184,8001,44,38,195,155,2
south dakota,union county,14338,13765,120,65,406,413,185
south dakota,walworth county,5429,4485,18,657,230,69,154
south dakota,yankton county,21882,20456,430,566,558,698,151
south dakota,ziebach county,2742,663,9,2028,84,95,0
tennessee,anderson county,73519,67966,2887,155,2978,1827,999
tennessee,bedford county,40426,35725,2704,46,3176,5234,363
tennessee,benton county,16015,15294,581,28,122,330,51
tennessee,bledsoe county,12950,12106,576,9,492,290,13
tennessee,blount county,120817,114146,3656,439,3029,3618,1006
tennessee,bradley county,95815,88477,4462,151,2969,5189,1164
tennessee,campbell county,39860,39017,237,123,649,501,132
tennessee,cannon county,13555,13097,204,11,410,231,38
tennessee,carroll county,27867,24320,2842,129,1027,644,54
tennessee,carter county,56365,54643,702,114,1564,933,124
tennessee,cheatham county,38319,36941,614,50,880,1005,274
tennessee,chester county,16862,14866,1810,42,174,408,57
tennessee,claiborne county,31540,30508,289,13,1174,301,143
tennessee,clay county,7666,7440,162,52,0,136,12
tennessee,cocke county,34743,33259,496,45,1698,710,94
tennessee,coffee county,51088,47625,1139,40,3439,2063,556
tennessee,crockett county,13250,11124,1947,20,270,1349,24
tennessee,cumberland county,55605,54336,319,192,1088,1459,214
tennessee,davidson county,584258,369871,178254,1679,26605,63790,20672
tennessee,decatur county,11340,10791,335,2,358,335,33
tennessee,dekalb county,17629,17070,264,0,252,1339,169
tennessee,dickson county,48556,45233,1975,70,2080,1559,224
tennessee,dyer county,37054,30694,5208,42,1898,1102,149
tennessee,fayette county,37732,26365,10713,41,689,932,239
tennessee,fentress county,17708,17423,34,56,318,214,36
tennessee,franklin county,39971,36712,1427,174,2787,1098,246
tennessee,gibson county,48502,38472,9240,128,1008,1130,155
tennessee,giles county,28527,24735,3070,10,967,537,199
tennessee,grainger county,22144,21711,157,6,492,580,24
tennessee,greene county,66790,64200,1442,51,1480,1806,357
tennessee,grundy county,13438,11152,37,49,4290,136,55
tennessee,hamblen county,56028,51921,2288,55,2606,6835,456
tennessee,hamilton county,328333,247469,68335,491,10732,16439,6579
tennessee,hancock county,6704,6539,40,31,132,2,26
tennessee,hardeman county,26162,14653,10999,102,367,398,203
tennessee,hardin county,25733,23953,1157,86,822,236,116
tennessee,hawkins county,56010,54224,766,190,1122,731,218
tennessee,haywood county,17643,8299,9046,27,542,746,0
tennessee,henderson county,27371,24588,2154,8,1149,592,45
tennessee,henry county,31626,28324,2735,79,928,653,24
tennessee,hickman county,23865,22179,1152,9,988,489,7
tennessee,houston county,8190,7769,167,16,448,166,14
tennessee,humphreys county,17989,17185,711,20,80,333,33
tennessee,jackson county,11362,11119,87,0,292,193,4
tennessee,jefferson county,50396,48268,1393,70,1180,1770,75
tennessee,johnson county,17795,17150,518,25,194,294,5
tennessee,knox county,424480,367063,39802,709,15075,16252,8984
tennessee,lake county,7446,5274,2007,20,254,279,18
tennessee,lauderdale county,27008,16847,9679,107,510,611,120
tennessee,lawrence county,41338,39756,757,79,1178,746,157
tennessee,lewis county,11766,11256,180,0,183,244,228
tennessee,lincoln county,32525,29391,1505,95,3006,973,31
tennessee,loudon county,46037,44446,617,80,988,3712,400
tennessee,mcminn county,50793,47272,2053,127,2150,1616,266
tennessee,mcnairy county,25673,23630,1566,71,766,465,0
tennessee,macon county,21529,20980,119,27,374,1053,169
tennessee,madison county,94945,56355,36254,141,2063,3419,1145
tennessee,marion county,27844,26175,450,49,2200,417,70
tennessee,marshall county,29505,26780,2170,14,831,1472,124
tennessee,maury county,78544,66169,9816,247,3342,4185,563
tennessee,meigs county,11550,11127,126,3,588,144,0
tennessee,monroe county,43374,41304,1053,258,1158,1628,167
tennessee,montgomery county,165835,120240,33761,732,12959,16180,4463
tennessee,moore county,6342,5959,203,45,234,6,0
tennessee,morgan county,21636,20444,809,7,625,230,62
tennessee,obion county,30298,26442,3329,68,725,1080,77
tennessee,overton county,21857,21368,137,38,526,252,51
tennessee,perry county,7699,7351,198,23,254,152,0
tennessee,pickett county,5091,4970,41,0,160,10,0
tennessee,polk county,16442,16044,30,104,472,273,28
tennessee,putnam county,69181,65536,1761,49,1977,4056,815
tennessee,rhea county,30939,29551,690,51,1226,1333,23
tennessee,roane county,52605,49875,1418,200,1750,808,225
tennessee,robertson county,62996,56532,5023,269,1777,4028,257
tennessee,rutherford county,256374,205490,36667,307,11203,19087,8230
tennessee,scott county,21954,21611,48,83,390,150,17
tennessee,sequatchie county,13947,12608,25,179,2244,484,0
tennessee,sevier county,87469,84300,632,213,2550,5092,1013
