state,county,total_county_pop,white_county_pop,black_county_pop,native_county_pop,other_county_pop,hispanic_county_pop,asian_county_pop
alabama,autauga county,53745,42033,10156,230,1564,1391,500
alabama,baldwin county,182575,159047,17833,929,6820,8630,1256
alabama,barbour county,25836,12505,12528,48,1151,1283,100
alabama,bibb county,22198,16936,4791,160,584,455,19
alabama,blount county,52765,50820,847,199,1645,4880,57
alabama,bullock county,10262,2372,7640,70,252,431,54
alabama,butler county,20290,11006,8975,25,318,233,118
alabama,calhoun county,113169,85871,24186,272,3759,4017,956
alabama,chambers county,33933,19651,13715,61,568,158,222
alabama,cherokee county,25667,23929,1240,97,652,375,75
alabama,chilton county,40415,35342,4438,178,641,3366,104
alabama,choctaw county,13490,7551,5847,0,168,56,8
alabama,clarke county,25221,13548,11401,0,256,110,144
alabama,clay county,13193,10900,1986,103,391,424,0
alabama,cleburne county,14659,13897,430,53,420,331,69
alabama,coffee county,47490,36434,8576,385,2817,3236,673
alabama,colbert county,53215,43099,8691,360,1710,1276,210
alabama,conecuh county,12779,6629,5814,71,510,206,10
alabama,coosa county,11009,7311,3524,7,334,238,0
alabama,covington county,37317,31656,4849,196,920,564,154
alabama,crenshaw county,13709,9873,3269,107,414,229,228
alabama,cullman county,77187,74464,886,354,2042,3481,420
alabama,dale county,47084,35116,9528,187,3027,2929,604
alabama,dallas county,42583,12251,29738,42,954,160,75
alabama,dekalb county,61152,57599,1179,827,2676,9922,209
alabama,elmore county,78141,59434,16493,322,2480,2180,617
alabama,escambia county,37274,23179,12339,1262,867,768,52
alabama,etowah county,100457,81954,15955,327,2803,3669,771
alabama,fayette county,16891,14559,2081,0,418,128,42
alabama,franklin county,26781,24970,1391,206,326,4882,51
alabama,geneva county,25869,22582,2557,58,967,947,109
alabama,greene county,8759,1559,7102,34,108,39,10
alabama,hale county,15229,6128,8974,36,72,164,55
alabama,henry county,16852,11767,4777,0,180,418,218
alabama,houston county,99828,70059,26765,328,3595,3251,831
alabama,jackson county,51599,47536,1715,974,2181,1413,245
alabama,jefferson county,633718,337392,277526,1455,13665,25116,9991
alabama,lamar county,14073,12270,1659,37,210,195,2
alabama,lauderdale county,90606,78934,9179,406,2594,2174,752
alabama,lawrence county,33172,25899,3743,1845,3264,663,40
alabama,lee county,142356,101394,33782,231,4346,5434,4639
alabama,limestone county,82233,67850,11113,509,3178,4934,1107
alabama,lowndes county,10816,2754,8024,0,76,102,0
alabama,macon county,20200,3255,16627,59,331,305,38
alabama,madison county,327245,225888,81479,2120,17846,15984,8611
alabama,marengo county,20064,9389,10472,55,174,425,58
alabama,marion county,29821,28105,1083,46,859,706,157
alabama,marshall county,82291,78149,1692,511,2802,11830,519
alabama,mobile county,403335,242009,144312,2571,12898,10710,7941
alabama,monroe county,22275,12333,9392,221,430,234,114
alabama,montgomery county,220894,85400,126780,480,5838,7956,5222
alabama,morgan county,110440,92275,14277,578,4945,9304,829
alabama,perry county,10115,3045,6974,2,124,88,32
alabama,pickens county,19475,10920,8387,0,336,154,0
alabama,pike county,32466,18995,12087,258,804,750,724
alabama,randolph county,22066,17095,4515,39,706,658,64
alabama,russell county,54388,28839,23592,148,2516,2592,551
alabama,st. clair county,83381,73778,7888,350,1532,1861,581
alabama,shelby county,189276,159233,23009,520,4563,11892,4098
alabama,sumter county,13370,3288,9805,48,48,63,205
alabama,talladega county,79931,52292,26002,240,2244,1742,274
alabama,tallapoosa county,40259,28551,11328,82,575,1036,5
alabama,tuscaloosa county,192351,126998,60158,328,3818,6319,2798
alabama,walker county,64773,59498,3618,39,2774,1438,225
alabama,washington county,16937,11195,4119,1405,30,200,191
alabama,wilcox county,11299,3082,8197,4,32,68,0
alabama,winston county,23591,22916,127,57,922,665,30
alaska,aleutians east borough,2855,456,332,874,176,441,1105
alaska,aleutians west census area,5054,1633,289,749,576,596,2090
alaska,anchorage municipality,273491,182096,16625,19482,48175,24687,31003
alaska,bethel census area,17295,1988,117,14178,1554,281,235
alaska,bristol bay borough,939,532,3,317,158,56,8
alaska,denali borough,1999,1731,39,69,128,49,96
alaska,dillingham census area,4826,877,11,3538,686,130,57
alaska,fairbanks north star borough,92462,72005,4228,6011,14088,6857,3127
alaska,haines borough,2525,2056,1,168,502,32,49
alaska,hoonah-angoon census area,2088,1052,12,763,426,38,46
alaska,juneau city and borough,30316,21398,376,3757,4983,1884,2240
alaska,kenai peninsula borough,54705,46519,314,4213,5819,1982,713
alaska,ketchikan gateway borough,13040,8951,55,1971,2446,636,840
alaska,kodiak island borough,12796,7206,113,1947,996,1128,3032
alaska,lake and peninsula borough,1459,312,8,1051,126,31,25
alaska,matanuska-susitna borough,89861,76444,768,4849,12418,3982,1532
alaska,nome census area,9624,1621,64,6928,1788,168,111
alaska,north slope borough,9300,3097,43,5001,1132,318,589
alaska,northwest arctic borough,7560,894,24,6203,764,112,57
alaska,petersburg borough,2970,2276,74,231,636,242,70
alaska,prince of wales-hyder census area,6171,2935,19,2538,1231,185,59
alaska,sitka city and borough,8454,5687,89,1340,1594,503,541
alaska,skagway municipality,965,766,0,28,108,31,116
alaska,southeast fairbanks census area,6738,5459,75,786,666,306,85
alaska,valdez-cordova census area,9274,6820,29,1448,1206,411,335
alaska,wade hampton census area,7758,311,21,6910,916,20,58
alaska,wrangell city and borough,2360,1697,4,397,372,23,75
alaska,yakutat city and borough,608,237,37,188,238,27,27
alaska,yukon-koyukuk census area,5560,1228,17,3957,648,91,30
arizona,apache county,67714,14126,414,51776,2081,4428,348
arizona,cochise county,87030,74920,4850,1079,7440,43777,2437
arizona,coconino county,117134,74410,1792,35395,6496,18683,2215
arizona,gila county,43435,34203,280,7839,1558,9807,334
arizona,graham county,25639,19402,739,4952,626,11672,225
arizona,greenlee county,4639,4163,125,231,161,4161,21
arizona,la paz county,15311,12396,49,2513,352,5037,177
arizona,maricopa county,2766282,2281134,192604,60987,158656,1181100,149902
arizona,mohave county,171381,159353,1890,3140,8955,31101,2473
arizona,navajo county,95710,46229,467,45906,4520,11779,838
arizona,pima county,641815,537726,32167,24404,40050,351329,26719
arizona,pinal county,277114,226838,17388,18744,12517,113046,7752
arizona,santa cruz county,8116,7426,112,47,158,39134,443
arizona,yavapai county,183987,173956,1142,3563,7091,29702,1732
arizona,yuma county,79183,68571,3601,2050,4747,122270,2555
arkansas,arkansas county,18312,13289,4733,34,354,549,79
arkansas,ashley county,20363,14573,5587,11,359,1074,5
arkansas,baxter county,40394,39277,115,197,1156,760,227
arkansas,benton county,195790,175546,3051,3330,10802,36821,8244
arkansas,boone county,36373,35167,58,344,1207,796,200
arkansas,bradley county,9765,6484,3209,19,100,1551,0
arkansas,calhoun county,5221,3855,1300,0,110,45,11
arkansas,carroll county,23793,22743,177,191,1179,3833,89
arkansas,chicot county,10895,4555,6202,82,60,594,26
arkansas,clark county,21826,15919,5446,26,590,974,140
arkansas,clay county,15324,14999,14,31,524,253,14
arkansas,cleburne county,25203,24581,112,124,656,590,58
arkansas,cleveland county,8524,7312,996,29,342,73,16
arkansas,columbia county,23783,14455,8784,67,418,617,156
arkansas,conway county,20388,17376,2502,152,684,787,13
arkansas,craighead county,95290,78721,13585,344,2712,4545,1284
arkansas,crawford county,57838,53282,841,863,3736,3987,984
arkansas,crittenden county,49078,22413,25645,73,1441,1094,211
arkansas,cross county,17302,12995,3922,51,456,293,106
arkansas,dallas county,7752,4286,3285,0,44,202,159
arkansas,desha county,12027,5861,6064,24,152,575,0
arkansas,drew county,18194,12578,5377,31,396,511,10
arkansas,faulkner county,113107,96357,12889,351,4088,4697,1409
arkansas,franklin county,17500,16719,132,302,576,460,59
arkansas,fulton county,12086,11732,22,70,228,132,148
arkansas,garland county,91869,80697,7993,571,3442,4935,864
arkansas,grant county,17575,16824,459,75,302,439,66
arkansas,greene county,41918,40747,362,97,1298,1052,55
arkansas,hempstead county,19643,12561,6599,55,848,2776,4
arkansas,hot spring county,32263,27736,3935,159,784,1014,41
arkansas,howard county,12276,9106,2968,119,147,1409,4
arkansas,independence county,34678,32972,913,196,956,2183,117
arkansas,izard county,13295,12764,151,62,292,227,172
arkansas,jackson county,17269,13839,2943,95,641,477,69
arkansas,jefferson county,73328,30447,41362,128,1507,1327,626
arkansas,johnson county,22457,21197,394,102,984,3334,272
arkansas,lafayette county,7253,4415,2787,0,74,138,14
arkansas,lawrence county,16973,16533,137,61,483,190,0
arkansas,lee county,9931,4174,5744,9,8,220,0
arkansas,lincoln county,13628,9211,4142,72,406,485,0
arkansas,little river county,12468,9476,2630,132,457,384,0
arkansas,logan county,21585,20319,400,250,366,544,433
arkansas,lonoke county,67527,61205,4316,313,2403,2591,451
arkansas,madison county,14888,14327,18,67,792,808,80
arkansas,marion county,16184,15728,44,110,359,350,121
arkansas,miller county,42315,30532,10673,140,1750,1222,87
arkansas,mississippi county,43682,27234,15560,59,1372,1703,143
arkansas,monroe county,7701,4346,3242,8,176,154,17
arkansas,montgomery county,8959,8554,58,73,406,337,46
arkansas,nevada county,8610,5721,2702,27,78,267,121
arkansas,newton county,8053,7684,4,75,562,78,9
arkansas,ouachita county,24952,14223,10089,40,1092,469,54
arkansas,perry county,10075,9620,311,20,228,275,10
arkansas,phillips county,20535,7304,12898,17,569,312,25
arkansas,pike county,10451,9818,327,8,483,736,51
arkansas,poinsett county,23754,21493,1902,75,546,605,11
arkansas,polk county,19213,18237,46,324,1052,1241,78
arkansas,pope county,57880,53790,1879,251,3164,4807,378
arkansas,prairie county,8387,7248,1048,6,144,88,13
arkansas,pulaski county,365907,212221,137287,1206,13693,22845,8105
arkansas,randolph county,17485,16999,126,31,644,309,7
arkansas,st. francis county,26462,11525,14225,83,1055,1180,71
arkansas,saline county,107369,98166,6078,415,3524,4442,943
arkansas,scott county,10212,9326,29,119,750,812,355
arkansas,searcy county,7891,7587,26,75,276,145,65
arkansas,sebastian county,110471,91171,7574,1389,9326,16330,5633
arkansas,sevier county,11744,10300,785,248,648,5506,87
arkansas,sharp county,16793,16170,57,78,497,324,230
arkansas,stone county,12339,12178,19,10,180,192,42
arkansas,union county,39489,25252,13496,200,642,1465,220
arkansas,van buren county,16606,16030,102,81,753,484,15
arkansas,washington county,178498,154358,6998,2011,9795,33740,9782
arkansas,white county,75142,69633,3349,146,3234,3133,397
arkansas,woodruff county,7053,4928,1937,10,334,41,8
arkansas,yell county,17763,17190,230,45,213,4171,163
california,alameda county,1206808,519375,179984,4688,133229,352500,433953
california,alpine county,1116,830,11,208,82,86,26
california,amador county,32435,29696,781,643,1504,4724,562
california,butte county,188610,164509,2996,1649,19520,32968,9636
california,calaveras county,40020,37234,280,324,3076,4901,644
california,colusa county,9269,8184,180,274,658,12155,302
california,contra costa county,813373,503515,93141,3002,95445,267859,164417
california,del norte county,22835,17906,991,1232,4097,5231,640
california,el dorado county,159054,143978,1533,1160,10748,22411,6971
california,fresno county,462930,300279,45398,4635,39962,485914,91756
california,glenn county,17113,15244,217,497,818,10906,735
california,humboldt county,120936,102908,1581,6849,11967,13940,3475
california,imperial county,32936,22957,4802,1289,2707,144090,2477
california,inyo county,14709,11951,192,1937,636,3730,275
california,kern county,425360,319419,45563,5496,33557,432370,37527
california,kings county,72479,52180,9412,1141,7899,78911,5610
california,lake county,52608,46876,1430,1861,2945,11601,901
california,lassen county,27316,22024,2852,960,1451,6040,703
california,los angeles county,5173712,2711665,802132,18207,456101,4800491,1401254
california,madera county,68443,56174,4927,1661,4616,84009,3220
california,marin county,216388,185603,6459,412,16575,40414,15001
california,mariposa county,16217,14790,155,451,1030,1729,306
california,mendocino county,67280,58871,631,3093,5550,20332,1744
california,merced county,114339,79818,8676,922,9239,147270,19996
california,modoc county,7990,7301,108,220,646,1345,38
california,mono county,10350,9519,47,348,376,3843,248
california,monterey county,185026,135763,10907,1251,18361,239901,27702
california,napa county,93316,76531,2853,344,5860,45937,10547
california,nevada county,89855,84772,344,948,4318,8751,1597
california,orange county,2035560,1323581,47072,6264,155383,1050771,578360
california,placer county,313718,270962,4504,1681,25797,47800,23429
california,plumas county,17692,16295,135,454,900,1594,358
california,riverside county,1211872,868743,133798,10236,112591,1055027,140894
california,sacramento county,1130343,686482,140377,6878,138291,319934,225255
california,san benito county,24231,21125,483,246,2373,32657,1179
california,san bernardino county,1028413,660447,170307,7479,96089,1050173,139735
california,san diego county,2143391,1510851,150600,11620,205539,1039752,365211
california,san francisco county,702548,343368,45653,1680,60579,126524,279503
california,san joaquin county,422527,244319,47251,2585,47958,278523,103969
california,san luis obispo county,215295,192262,5372,1021,12942,58889,9987
california,san mateo county,552202,304779,18352,994,53386,187635,200013
california,santa barbara county,242812,201923,6934,2041,20133,188743,21556
california,santa clara county,1349023,627346,44910,3766,117689,492546,612359
california,santa cruz county,179797,156915,2269,879,16315,87406,11405
california,shasta county,162612,145485,1692,3650,13926,15908,4714
california,sierra county,2736,2636,4,21,112,283,19
california,siskiyou county,39338,34749,565,1207,4106,4923,761
california,solano county,316759,169041,57919,1389,45236,104865,65229
california,sonoma county,366116,320735,6594,3213,28210,125674,20850
california,stanislaus county,297781,237248,13055,2541,28320,225013,30223
california,sutter county,67136,46558,1744,793,7616,27931,14151
california,tehama county,48745,44728,286,1093,3519,14539,868
california,trinity county,12555,11235,110,374,1206,960,226
california,tulare county,172086,141322,5997,3241,13240,279022,14730
california,tuolumne county,48299,44017,998,769,3055,6048,796
california,ventura county,491270,397118,13499,2194,39758,344520,58239
california,yolo county,140913,99540,4605,963,16062,63249,27558
california,yuba county,53878,41919,2261,762,6837,19181,5360
colorado,adams county,284324,242237,13753,2166,17170,177234,17160
colorado,alamosa county,8772,7969,248,106,526,7339,167
colorado,arapahoe county,485963,373627,58597,1972,38274,110721,31938
colorado,archuleta county,9923,9407,33,249,254,2209,107
colorado,baca county,3378,3244,55,38,64,357,9
colorado,bent county,4137,3181,724,137,67,1863,56
colorado,boulder county,263684,240384,2472,683,14484,41482,12776
colorado,broomfield county,52158,46425,562,151,3011,6869,3500
colorado,chaffee county,16319,15553,417,95,392,1802,58
colorado,cheyenne county,1826,1776,7,2,24,327,29
colorado,clear creek county,8636,8323,130,0,200,478,83
colorado,conejos county,3746,3565,6,121,92,4530,8
colorado,costilla county,1258,1128,0,1,195,2320,27
colorado,crowley county,3907,3177,438,138,220,1651,44
colorado,custer county,4140,3996,86,0,94,134,11
colorado,delta county,25988,25008,328,171,543,4390,181
colorado,denver county,436017,334981,59987,3775,28832,197760,22291
colorado,dolores county,1617,1530,0,20,122,119,6
colorado,douglas county,275924,253272,2839,451,15257,23870,11628
colorado,eagle county,36541,35099,510,159,1002,15692,251
colorado,elbert county,22155,21256,117,87,1051,1390,156
colorado,el paso county,544304,458845,36429,2511,55221,101403,18491
colorado,fremont county,40873,35995,2682,603,1788,6006,595
colorado,garfield county,40720,39067,275,297,1400,15964,373
colorado,gilpin county,5110,4934,20,3,263,447,18
colorado,grand county,13377,12773,91,25,312,1101,252
colorado,gunnison county,14141,13676,57,55,516,1362,95
colorado,hinsdale county,852,835,0,0,34,19,0
colorado,huerfano county,4258,4022,41,25,314,2292,11
colorado,jackson county,1132,1122,1,2,4,257,5
colorado,jefferson county,465014,432475,5399,2913,20322,81148,13827
colorado,kiowa county,1322,1248,11,5,114,85,1
colorado,kit carson county,6574,6099,279,128,18,1548,59
colorado,lake county,5153,4906,38,3,250,2158,81
colorado,la plata county,46093,41941,179,2709,1691,6454,410
colorado,larimer county,277685,260863,2646,1245,13302,33750,5960
colorado,las animas county,8554,7882,192,125,499,6235,98
colorado,lincoln county,4750,3928,665,100,106,712,4
colorado,logan county,19015,18028,287,183,316,3589,359
colorado,mesa county,127348,121600,996,552,6065,20161,1024
colorado,mineral county,685,674,5,0,10,19,1
colorado,moffat county,11390,10942,25,132,116,1896,218
colorado,montezuma county,22549,18945,9,3010,939,3020,111
colorado,montrose county,32686,31407,205,168,1206,8199,277
colorado,morgan county,18531,17224,707,141,842,9811,38
colorado,otero county,11070,10447,82,147,140,7642,322
colorado,ouray county,4262,4184,0,28,90,270,5
colorado,park county,15305,14669,7,210,412,869,213
colorado,phillips county,3288,3148,1,14,184,1097,33
colorado,pitkin county,15648,14993,224,90,257,1655,179
colorado,prowers county,7924,7608,31,50,348,4435,61
colorado,pueblo county,93234,85833,2755,655,5443,67523,1174
colorado,rio blanco county,6033,5732,32,139,146,706,54
colorado,rio grande county,6674,6358,48,101,211,5166,55
colorado,routt county,21827,21150,117,57,385,1601,291
colorado,saguache county,3775,3533,24,15,344,2436,31
colorado,san juan county,511,482,0,6,16,142,10
colorado,san miguel county,6891,6655,17,17,198,706,91
colorado,sedgwick county,1958,1818,10,10,192,407,24
colorado,summit county,24346,23176,199,65,679,4136,423
colorado,teller county,21984,20980,211,92,956,1379,200
colorado,washington county,4347,4237,49,9,92,434,6
colorado,weld county,189408,177812,2541,1283,8026,75658,3522
colorado,yuma county,7964,7815,56,7,142,2167,14
connecticut,fairfield county,767168,605136,96438,1278,32743,167047,45441
connecticut,hartford county,752104,579222,111463,990,35636,145270,41486
connecticut,litchfield county,178245,169779,2467,189,4796,9297,3319
connecticut,middlesex county,156808,141166,7498,160,6459,8726,4569
connecticut,new haven county,725304,569982,103377,954,34666,137844,32102
connecticut,new london county,248687,211433,14446,1073,19632,25384,11749
connecticut,tolland county,145094,132010,4086,46,6963,7157,5381
connecticut,windham county,105848,99632,2268,140,4572,12070,1451
delaware,kent county,156829,107420,39261,875,11287,10648,3459
delaware,new castle county,496281,329717,128460,868,21420,49565,26009
delaware,sussex county,185352,153081,25326,677,7785,18385,2166
district of columbia,district of columbia,571099,224184,308766,1384,26823,62637,22698
florida,alachua county,229688,158603,49836,704,12311,22071,14021
florida,baker county,26459,22246,3844,43,326,598,163
florida,bay county,163919,135595,17508,959,12544,9069,3502
florida,bradford county,26523,20465,5422,36,956,1029,122
florida,brevard county,500821,420237,53964,1284,24956,48070,12296
florida,broward county,1335189,750735,482429,3302,66831,480080,61356
florida,calhoun county,13848,11334,1947,219,512,809,92
florida,charlotte county,152864,138848,9201,308,4787,10287,2005
florida,citrus county,132872,124540,3995,503,3190,6899,2206
florida,clay county,178344,147565,18244,568,11897,16524,5852
florida,collier county,246380,216765,21947,495,5579,88094,4159
florida,columbia county,64139,49892,11948,219,3238,3523,449
florida,desoto county,24260,19303,4421,55,546,10525,196
florida,dixie county,15760,13846,1561,40,538,377,44
florida,duval county,809210,490026,255569,2050,45779,71540,37777
florida,escambia county,288518,200135,66171,1407,23144,15581,9139
florida,flagler county,89671,74528,10607,51,3860,9172,2357
florida,franklin county,11072,9165,1719,23,164,564,83
florida,gadsden county,42113,15595,25691,60,979,4752,266
florida,gilchrist county,16093,14827,1029,34,328,855,39
florida,glades county,10373,8041,1613,566,151,2817,65
florida,gulf county,15052,11673,2883,135,302,729,198
florida,hamilton county,13148,7966,4741,87,560,1318,42
florida,hardee county,15714,13131,1883,92,666,11835,275
florida,hendry county,19193,13109,4572,571,980,19167,362
florida,hernando county,154781,140872,8674,329,5755,19011,1825
florida,highlands county,80583,68388,9013,327,2755,17678,1471
florida,hillsborough county,950848,669999,200505,2143,58995,328820,46227
florida,holmes county,19228,17332,1355,54,850,513,62
florida,indian river county,124580,108116,12345,274,4318,16338,1651
florida,jackson county,46860,32368,12841,135,2318,2245,294
florida,jefferson county,13768,8176,5210,31,474,567,0
florida,lafayette county,7677,6136,1483,0,98,1144,5
florida,lake county,265246,222280,28928,950,12548,39764,5904
florida,lee county,524742,452551,52929,1391,14881,122812,9818
florida,leon county,264129,163209,85980,805,10323,16753,8718
florida,levy county,36935,32174,3661,169,1546,3122,158
florida,liberty county,7811,6128,1396,85,302,491,44
florida,madison county,17983,10321,7194,9,722,918,98
florida,manatee county,284456,243767,29155,624,9437,51384,5925
florida,marion county,296327,243893,40888,1058,11028,38444,4717
florida,martin county,130768,119152,8028,227,3722,18890,1418
florida,miami-dade county,904690,399395,441994,2359,36197,1696171,40071
florida,monroe county,58902,52315,4517,280,2009,16306,751
florida,nassau county,72223,65429,4908,273,1718,2695,718
florida,okaloosa county,174210,142830,16800,1202,14825,14774,5663
florida,okeechobee county,29689,25360,3329,224,852,9709,350
florida,orange county,862370,531707,236918,1916,55911,337871,60818
florida,osceola county,150937,109258,27299,420,11593,138512,7513
florida,palm beach county,1087550,793341,234736,1543,42584,271524,34114
florida,pasco county,413029,370986,21185,1274,16942,59716,10781
florida,pinellas county,846732,702358,93861,2205,36184,78298,29425
florida,polk county,502251,390132,90118,1445,19101,115072,10449
florida,putnam county,66343,52693,11541,242,2614,6848,542
florida,st. johns county,191773,172046,10777,318,8176,11629,4472
florida,st. lucie county,235385,170801,53324,678,11561,48603,4575
florida,santa rosa county,150586,132127,8252,893,10754,7654,3883
florida,sarasota county,354542,325136,16998,882,10787,32402,5755
florida,seminole county,353218,280010,46242,593,17193,78917,17224
florida,sumter county,97683,86867,8827,232,1797,6025,818
florida,suwannee county,39556,32801,5640,122,1537,3848,123
florida,taylor county,21818,16463,4818,209,498,872,79
florida,union county,14479,10784,3056,147,736,779,107
florida,volusia county,440423,370295,50656,1348,17143,58558,8497
florida,wakulla county,29907,24497,4631,124,1028,1108,141
florida,walton county,54508,48855,3145,658,2058,3313,736
florida,washington county,23852,19162,3622,166,1724,808,40
georgia,appling county,16691,12801,3451,27,414,1730,173
georgia,atkinson county,6281,4722,1401,28,260,2016,0
georgia,bacon county,10342,8391,1755,0,98,854,147
georgia,baker county,3324,1765,1546,8,10,18,0
georgia,baldwin county,44895,24688,18915,93,912,959,740
georgia,banks county,17193,16259,509,15,351,1124,224
georgia,barrow county,64343,52508,8096,43,2403,6530,2480
georgia,bartow county,92922,79885,10573,515,2370,7849,751
georgia,ben hill county,16481,9975,6126,0,618,1066,12
georgia,berrien county,18162,15717,2070,14,457,929,112
georgia,bibb county,150477,63766,81268,125,5206,4760,2630
georgia,bleckley county,12772,8931,3662,3,192,140,74
georgia,brantley county,18081,17137,687,0,204,382,150
georgia,brooks county,14922,9148,5506,24,326,844,70
georgia,bryan county,30354,24267,4774,107,1222,1831,595
georgia,bulloch county,69361,46210,20127,220,2627,2579,1235
georgia,burke county,22477,10821,11515,7,204,659,32
georgia,butts county,22788,15802,6548,13,494,681,113
georgia,calhoun county,6209,2165,3935,14,96,340,42
georgia,camden county,48268,36222,9526,253,3104,2925,707
georgia,candler county,9831,6930,2713,52,96,1225,88
georgia,carroll county,104792,80882,20201,338,4507,7080,984
georgia,catoosa county,63293,59716,1684,264,1587,1662,815
georgia,charlton county,11653,8233,3269,82,100,1445,19
georgia,chatham county,259313,137615,108646,509,10333,15990,7220
georgia,chattahoochee county,10147,7216,2078,83,780,1699,377
georgia,chattooga county,24348,21074,2859,17,502,1136,147
georgia,cherokee county,200051,178700,12948,688,7203,21900,3838
georgia,clarke county,106999,67761,31510,89,5167,12682,4975
georgia,clay county,2972,927,1995,0,100,138,0
georgia,clayton county,228990,36924,172549,627,10824,35231,13365
georgia,clinch county,6509,4513,1805,56,234,268,18
georgia,cobb county,620255,390157,179819,1168,27237,88665,34360
georgia,coffee county,38414,25662,11777,67,950,4533,258
georgia,colquitt county,37832,26590,10673,46,938,8155,43
georgia,columbia county,124854,95250,21054,315,5092,7508,5609
georgia,cook county,16051,11084,4678,24,432,1010,44
georgia,coweta county,122586,94767,22830,66,5436,8833,2031
georgia,crawford county,12401,9222,2845,30,482,135,63
georgia,crisp county,22643,12013,10080,32,488,760,274
georgia,dade county,16203,15598,156,152,352,330,121
georgia,dawson county,21611,20880,99,45,768,889,152
georgia,decatur county,26020,14145,11402,99,403,1488,100
georgia,dekalb county,641536,209985,376010,1551,28094,65649,38815
georgia,dodge county,20624,13940,6170,11,736,741,108
georgia,dooly county,13472,6224,7145,11,99,971,30
georgia,dougherty county,91593,26146,63217,93,2710,2297,684
georgia,douglas county,123297,63484,54850,98,4778,11740,2251
georgia,early county,10461,5037,5332,0,64,201,50
georgia,echols county,2877,2669,62,11,182,1141,44
georgia,effingham county,51925,43026,7421,158,1456,1748,529
georgia,elbert county,18674,12603,5980,7,106,1020,31
georgia,emanuel county,21725,13674,7603,75,646,1006,35
georgia,evans county,9540,6163,3301,1,64,1328,43
georgia,fannin county,23179,22611,57,137,522,453,113
georgia,fayette county,100630,71654,21946,258,4620,7300,4393
georgia,floyd county,86686,69799,13942,162,2610,9460,1286
georgia,forsyth county,171130,148291,5411,386,5808,18184,14066
georgia,franklin county,21134,18698,2033,5,497,917,133
georgia,fulton county,892517,392358,420903,1556,35051,74583,59216
georgia,gilmer county,25505,24689,129,35,851,2936,115
georgia,glascock county,3042,2718,238,0,172,44,0
georgia,glynn county,75732,52105,20784,254,2727,5205,1181
georgia,gordon county,47531,43946,2427,67,884,8135,617
georgia,grady county,22583,14937,7107,19,847,2656,94
georgia,greene county,15195,8991,5918,5,394,995,84
georgia,gwinnett county,670949,354468,203563,1550,36043,171142,91883
georgia,habersham county,37649,33968,1644,80,1399,5693,1029
georgia,hall county,135562,116190,13511,294,4693,49756,3180
georgia,hancock county,8845,2145,6612,16,80,198,32
