state,county,poverty_pct,med_income
TX,wheeler county,12,52548
TX,wichita county,19.3,43379
TX,wilbarger county,15.8,39377
TX,willacy county,38.8,29782
TX,williamson county,7.8,73098
TX,wilson county,11,62752
TX,winkler county,13.5,55493
TX,wise county,10,59904
TX,wood county,15.4,42753
TX,yoakum county,11.4,60738
TX,young county,16.4,41872
TX,zapata county,32.6,33291
TX,zavala county,31,26336
UT,utah,11.8,60943
UT,beaver county,9.8,50818
UT,box elder county,11.6,56313
UT,cache county,14.2,51735
UT,carbon county,15.7,47340
UT,daggett county,8.3,53006
UT,davis county,7.2,70797
UT,duchesne county,11.6,61976
UT,emery county,12.9,49709
UT,garfield county,12.2,45666
UT,grand county,15,43344
UT,iron county,22.1,43615
UT,juab county,11.4,55204
UT,kane county,11.8,48456
UT,millard county,12.9,52623
UT,morgan county,4.6,82597
UT,piute county,18.7,37730
UT,rich county,10.3,56772
UT,salt lake county,11.9,62536
UT,san juan county,29.2,40590
UT,sanpete county,17.1,44644
UT,sevier county,12.1,48622
UT,summit county,6.8,92560
UT,tooele county,8.1,64193
UT,uintah county,9.6,65489
UT,utah county,12.6,60957
UT,wasatch county,7.1,65207
UT,washington county,12.9,50169
UT,wayne county,14.1,42366
UT,weber county,12.3,59293
VT,vermont,12,54153
VT,addison county,9.5,59089
VT,bennington county,14.4,44674
VT,caledonia county,13.9,45029
VT,chittenden county,11,61908
VT,essex county,19.6,35570
VT,franklin county,9.1,59184
VT,grand isle county,9.1,60081
VT,lamoille county,12.6,49142
VT,orange county,12.8,53025
VT,orleans county,16.2,42089
VT,rutland county,13.5,44888
VT,washington county,11,58673
VT,windham county,12.9,49616
VT,windsor county,12.1,51513
VA,virginia,11.8,64923
VA,accomack county,19.4,38390
VA,albemarle county,9.1,67083
VA,alleghany county,15.8,45454
VA,amelia county,12.9,51738
VA,amherst county,13.7,43998
VA,appomattox county,15.1,44397
VA,arlington county,8.5,107143
VA,augusta county,9.8,57808
VA,bath county,11.5,43852
VA,bedford county,9.4,55507
VA,bland county,14.1,42624
VA,botetourt county,7.8,63646
VA,brunswick county,21.9,37344
VA,buchanan county,23.2,32083
VA,buckingham county,22.8,38731
VA,campbell county,14.5,46663
VA,caroline county,11,56099
VA,carroll county,17,38474
VA,charles city county,13.1,49768
VA,charlotte county,20.7,36339
VA,chesterfield county,8.3,72972
VA,clarke county,8.2,70281
VA,craig county,12.4,46551
VA,culpeper county,11,62394
VA,cumberland county,19,41409
VA,dickenson county,21.3,32103
VA,dinwiddie county,12.1,52288
VA,essex county,14.5,48277
VA,fairfax county,6.7,110507
VA,fauquier county,7.4,89106
VA,floyd county,14.1,43355
VA,fluvanna county,7.9,64258
VA,franklin county,16.3,47419
VA,frederick county,7.7,65485
VA,giles county,13.5,45979
VA,gloucester county,9.7,58900
VA,goochland county,7.5,86610
VA,grayson county,19.9,31893
VA,greene county,9.6,61762
VA,greensville county,25.1,36459
VA,halifax county,18,39079
VA,hanover county,6.1,81940
VA,henrico county,11,62446
VA,henry county,20.5,34842
VA,highland county,14.6,38636
VA,isle of wight county,10.2,64350
VA,james city county,7.9,75926
VA,king and queen county,14.8,46331
VA,king george county,7.5,76206
VA,king william county,8.8,64305
VA,lancaster county,13.7,45827
VA,lee county,26.6,31429
VA,loudoun county,3.9,122641
VA,louisa county,11.5,60121
VA,lunenburg county,22.4,37548
VA,madison county,12.3,52513
VA,mathews county,10.6,58268
VA,mecklenburg county,21.1,38500
VA,middlesex county,14.4,48921
VA,montgomery county,24.8,43484
VA,nelson county,13.4,48076
VA,new kent county,6.2,72406
VA,northampton county,21.5,36822
VA,northumberland county,14.3,51422
VA,nottoway county,24.3,37996
VA,orange county,10.7,59282
VA,page county,16.9,44851
VA,patrick county,21.9,34885
VA,pittsylvania county,14.6,44207
VA,powhatan county,7.1,75539
VA,prince edward county,25.5,37543
VA,prince george county,10.5,61792
VA,prince william county,7.2,91886
VA,pulaski county,14.7,46186
VA,rappahannock county,9.3,62800
VA,richmond county,19.7,42204
VA,roanoke county,8.2,61935
VA,rockbridge county,13,48497
VA,rockingham county,11.7,55798
VA,russell county,17.9,37378
VA,scott county,20.8,36290
VA,shenandoah county,12,45430
VA,smyth county,19.7,37831
VA,southampton county,15.3,46521
VA,spotsylvania county,9.2,75714
VA,stafford county,5.9,92647
VA,surry county,12.9,48707
VA,sussex county,23.9,37748
VA,tazewell county,19.2,38292
VA,warren county,11.3,60714
VA,washington county,14.5,43353
VA,westmoreland county,15,48232
VA,wise county,21.9,38528
VA,wythe county,15.6,41132
VA,york county,5.5,81169
VA,alexandria city,9.6,86419
VA,bristol city,21.8,34099
VA,buena vista city,17.2,38331
VA,charlottesville city,25.9,45890
VA,chesapeake city,9.8,66625
VA,colonial heights city,11.5,52355
VA,covington city,16.4,36503
VA,danville city,23.6,33646
VA,emporia city,26.1,33160
VA,fairfax city,7.8,94067
VA,falls church city,3.2,125635
VA,franklin city,22.5,38583
VA,fredericksburg city,16.8,51195
VA,galax city,22.7,33182
VA,hampton city,15.2,47615
VA,harrisonburg city,28.3,38541
VA,hopewell city,19.5,40122
VA,lexington city,24.1,40829
VA,lynchburg city,25,40065
VA,manassas city,9.8,72510
VA,manassas park city,8.9,73065
VA,martinsville city,23.8,29971
VA,newport news city,16.7,48440
VA,norfolk city,23.4,42567
VA,norton city,21.6,31620
VA,petersburg city,25.8,32749
VA,poquoson city,5.9,84213
VA,portsmouth city,18.3,43045
VA,radford city,32.4,34267
VA,richmond city,25,42074
VA,roanoke city,20.4,40735
VA,salem city,10.2,54195
VA,staunton city,16.5,42552
VA,suffolk city,13.6,60735
VA,virginia beach city,8.6,67676
VA,waynesboro city,14.6,44843
VA,williamsburg city,20.1,46954
VA,winchester city,13.4,44537
WA,washington,13.2,61358
WA,adams county,19,47423
WA,asotin county,16.3,44055
WA,benton county,14.6,58750
WA,chelan county,14,49174
WA,clallam county,16.2,47185
WA,clark county,9.9,61747
WA,columbia county,15.5,45465
WA,cowlitz county,20.6,44235
WA,douglas county,15.5,51151
WA,ferry county,22.4,39992
WA,franklin county,17.3,55006
WA,garfield county,14.2,46404
WA,grant county,15.8,50388
WA,grays harbor county,19.6,43205
WA,island county,10.3,59358
WA,jefferson county,14.1,50964
WA,king county,11.3,75738
WA,kitsap county,11.2,61898
WA,kittitas county,18.6,48127
WA,klickitat county,14.6,49348
WA,lewis county,17.1,44243
WA,lincoln county,12.5,49955
WA,mason county,15.6,52313
WA,okanogan county,23.2,37782
WA,pacific county,17.8,40189
WA,pend oreille county,22.3,42579
WA,pierce county,13.1,60397
WA,san juan county,12.7,54721
WA,skagit county,15.7,51395
WA,skamania county,12.6,52673
WA,snohomish county,9.9,71890
WA,spokane county,16.3,50083
WA,stevens county,19.3,43823
WA,thurston county,11.9,61653
WA,wahkiakum county,13.9,51022
WA,walla walla county,15.7,49819
WA,whatcom county,15.7,53733
WA,whitman county,28.4,41837
WA,yakima county,20.5,44342
WV,west virginia,18.3,41030
WV,barbour county,21.5,35615
WV,berkeley county,13.2,56737
WV,boone county,22.1,37625
WV,braxton county,22.2,33817
WV,brooke county,15.1,43572
WV,cabell county,21.9,34887
WV,calhoun county,21.8,32162
WV,clay county,25.1,32961
WV,doddridge county,17.4,41838
WV,fayette county,21.4,36739
WV,gilmer county,28.9,32705
WV,grant county,17,41039
WV,greenbrier county,21.1,36996
WV,hampshire county,21.2,35980
WV,hancock county,12.9,48178
WV,hardy county,15.3,41010
WV,harrison county,13.9,42121
WV,jackson county,16.7,41121
WV,jefferson county,10.2,66950
WV,kanawha county,16.8,43936
WV,lewis county,20,40568
WV,lincoln county,24.4,34295
WV,logan county,20.2,36437
WV,mcdowell county,34.9,24707
WV,marion county,17.9,43729
WV,marshall county,15.2,43356
WV,mason county,20.6,35799
WV,mercer county,20.5,35046
WV,mineral county,16.1,40012
WV,mingo county,28.1,29839
WV,monongalia county,22.5,43835
WV,monroe county,19.3,36351
WV,morgan county,13,44446
WV,nicholas county,19.6,36375
WV,ohio county,18.4,40195
WV,pendleton county,16.7,38204
WV,pleasants county,16.5,44801
WV,pocahontas county,17.6,34341
WV,preston county,17.6,41420
WV,putnam county,10,59472
WV,raleigh county,17.7,40270
WV,randolph county,20.8,37468
WV,ritchie county,17.7,46383
WV,roane county,23.1,33041
WV,summers county,25.8,32456
WV,taylor county,16.8,40305
WV,tucker county,17.1,36466
WV,tyler county,15.8,41019
WV,upshur county,19.7,38387
WV,wayne county,20,37242
WV,webster county,26.1,29331
WV,wetzel county,18.5,40013
WV,wirt county,20.3,38600
WV,wood county,17.2,41932
WV,wyoming county,22.8,34419
WI,wisconsin,13.2,52632
WI,adams county,17.8,42063
WI,ashland county,14.9,41294
WI,barron county,13.7,46375
WI,bayfield county,13.6,44395
WI,brown county,12,54141
WI,buffalo county,10.5,50998
WI,burnett county,16.5,41810
WI,calumet county,5.9,68430
WI,chippewa county,10.7,52485
WI,clark county,16,45316
WI,columbia county,8.8,59020
WI,crawford county,14.7,43562
WI,dane county,13.4,61937
WI,dodge county,9.9,54359
WI,door county,11,49717
WI,douglas county,13.9,46475
WI,dunn county,13.9,52224
WI,eau claire county,14.4,48102
WI,florence county,12.8,44562
WI,fond du lac county,9.9,52149
WI,forest county,17,41418
WI,grant county,15,46972
WI,green county,8.7,53328
WI,green lake county,11.3,51175
WI,iowa county,8.9,58419
WI,iron county,15.6,39408
WI,jackson county,14,47985
WI,jefferson county,10.6,56365
WI,juneau county,13.1,45158
WI,kenosha county,15.4,53945
WI,kewaunee county,8.9,56160
WI,la crosse county,12.6,49790
WI,lafayette county,11.7,52260
WI,langlade county,15.9,40968
WI,lincoln county,10.9,48881
WI,manitowoc county,10.8,48430
WI,marathon county,9.9,54400
WI,marinette county,13.4,43701
WI,marquette county,13,43661
WI,menominee county,29.1,36774
WI,milwaukee county,22,42946
WI,monroe county,14.4,52978
WI,oconto county,10.5,52776
WI,oneida county,12.6,49040
WI,outagamie county,10,59377
WI,ozaukee county,5,77364
WI,pepin county,12.1,53828
WI,pierce county,10.8,68471
WI,polk county,11.2,52411
WI,portage county,15.4,52075
WI,price county,13,42659
WI,racine county,13.1,54782
WI,richland county,13.5,44026
WI,rock county,14.9,51237
WI,rusk county,16.9,39999
WI,st. croix county,4.9,75920
WI,sauk county,11.9,50243
WI,sawyer county,17,40701
WI,shawano county,11.2,47841
WI,sheboygan county,9.1,55335
WI,taylor county,11.7,48683
WI,trempealeau county,12.2,50266
WI,vernon county,18,46943
WI,vilas county,14.8,41211
WI,walworth county,13.7,52852
WI,washburn county,13.4,42079
WI,washington county,5.9,69346
WI,waukesha county,5.8,76584
WI,waupaca county,10.4,52850
WI,waushara county,13.9,46835
WI,winnebago county,12.1,52711
WI,wood county,11.3,51003
WY,wyoming,11.2,58291
WY,albany county,24,42838
WY,big horn county,10.7,50437
WY,campbell county,7.1,79358
WY,carbon county,12.3,58225
WY,converse county,9.3,63166
WY,crook county,8.4,59701
WY,fremont county,14,48624
WY,goshen county,14.3,45721
WY,hot springs county,10.9,44427
WY,johnson county,9.7,51434
WY,laramie county,10.8,57192
WY,lincoln county,9,63575
WY,natrona county,10.4,57427
WY,niobrara county,14.7,45251
WY,park county,10.8,55354
WY,platte county,13,49713
WY,sheridan county,9.9,54716
WY,sublette county,6.8,77222
WY,sweetwater county,9.8,72604
WY,teton county,7.7,75348
WY,uinta county,10,56800
WY,washakie county,12.6,50802
WY,weston county,13.2,55520
